Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Product_Category,Profit,Quantity,Mode_of_Sale,Mode_of_Payment
Gweru,2024-05-23,77993.79,1,32.5,3.05,133.71,7.2,Groceries,376.46,7,nan,Cash
,2021-06-27,174608.62,1,24.8,3.54,119.47,7.5,Clothing,1210.66,3,Online,Mobile Transfer
Mutare,2020-12-24,136548.37,0,,2.97,161.1,3.5,Electronics,,2,In-Store,Cash
Juba,2024-02-20,92902.68,1,15.7,1.2,177.72,5.3,Electronics,1298.44,5,In-Store,Mobile Transfer
Kabwe,2025-03-22,160359.96,1,12.7,4.81,193.17,13.1,Clothing,1445.8,10,In-Store,Mobile Transfer
Dar_es_Salaam,2024-09-21,52296.46,0,30.4,2.88,167.74,6.3,Beverages,806.08,3,Online,Card Payment
Arusha,2024-09-30,1067.56,0,14.6,,191.81,3.9,Beverages,-34.4,3,Online,Card Payment
Francistown,2024-08-24,151449.39,1,18.0,4.11,182.67,11.3,Electronics,650.76,,In-Store,Cash
Nairobi,2024-11-11,,0,38.9,2.91,167.48,12.2,Beverages,342.29,6,In-Store,Card Payment
Arusha,2025-05-01,28018.44,0,38.2,3.83,168.15,17.7,nan,17.31,3,In-Store,Mobile Transfer
Bulawayo,2021-02-28,69216.37,0,14.5,4.45,194.05,8.8,Clothing,1045.57,7,nan,Cash
Maputo,2021-09-10,98900.32,1,21.3,1.04,189.34,16.9,Electronics,758.4,10,In-Store,
Mbeya,2023-01-19,92266.21,1,28.7,2.92,177.07,unknown,nan,1080.21,10,In-Store,Card Payment
Asmara,2020-10-27,164470.07,0,34.7,3.01,84.51,5.9,Groceries,38.98,,In-Store,Mobile Transfer
Asmara,2022-07-10,110932.59,0,13.4,3.33,122.72,2.4,Groceries,1307.77,1,Online,Mobile Transfer
Chipata,2023-11-26,122313.24,1,37.6,3.59,194.47,11.0,Furniture,,5,nan,Cash
Mutare,2020-07-27,17125.14,1,16.2,1.75,145.35,5.9,Electronics,703.84,4,In-Store,Mobile Transfer
Maseru,2023-12-11,186694.56,1,38.9,4.98,150.4,12.0,Groceries,-386.21,,In-Store,Card Payment
Nairobi,2024-08-03,198109.61,1,25.7,,158.47,2.5,Clothing,581.93,3,Online,Mobile Transfer
Dodoma,,177330.5,0,,1.72,104.42,,Electronics,-302.55,8,In-Store,Mobile Transfer
Ndola,2021-10-07,54582.67,0,29.7,4.19,149.88,8.8,Beverages,164.43,3,In-Store,Card Payment
Kampala,2022-04-14,153134.12,1,,3.45,97.65,8.7,Beverages,1221.38,2,In-Store,Mobile Transfer
Asmara,2022-02-06,137506.38,0,20.3,2.54,101.66,10.3,nan,1287.05,5,In-Store,Card Payment
Lindi,2023-08-19,112374.55,1,12.9,1.33,98.61,17.5,Clothing,1034.6,10,In-Store,Mobile Transfer
Nairobi,2025-02-13,119648.51,1,18.4,4.42,191.53,4.6,Clothing,235.41,3,In-Store,Mobile Transfer
Beira,2024-04-08,71526.38,0,23.0,1.79,171.96,6.4,Electronics,657.45,10,In-Store,Cash
,2024-08-22,101372.02,0,37.9,,92.71,,Groceries,-52.04,3,Online,Mobile Transfer
Asmara,2022-07-27,127943.42,1,18.0,2.93,124.52,20.3,Clothing,856.7,8,In-Store,Mobile Transfer
Lindi,2024-01-08,54458.24,0,28.1,1.64,114.04,14.8,Clothing,194.81,9,Online,
Livingstone,2022-05-27,42517.15,0,23.8,2.9,143.36,24.7,Groceries,-58.0,2,nan,Mobile Transfer
Juba,2022-10-30,26473.9,1,38.0,4.01,182.33,8.3,Electronics,669.94,1,Online,
Francistown,,178791.06,0,20.2,3.76,158.27,23.3,nan,-276.4,8,In-Store,Cash
Gaborone,2024-02-07,133445.88,1,17.0,,105.54,3.4,Groceries,873.4,,In-Store,Cash
Kisumu,2022-04-26,,1,11.4,,156.02,14.8,Furniture,-125.99,10,In-Store,Mobile Transfer
Eldoret,2022-03-30,61730.88,1,13.5,1.2,168.86,11.4,nan,606.91,6,In-Store,Mobile Transfer
Mombasa,2024-04-10,102969.88,0,26.9,2.5,118.68,5.8,Groceries,285.02,9,nan,Mobile Transfer
Eldoret,2021-10-25,69960.36,0,29.5,2.28,92.35,24.1,nan,632.49,1,In-Store,Cash
Francistown,2021-05-08,154510.89,0,36.8,3.78,135.08,2.7,Beverages,-8.08,5,Online,Card Payment
Beira,2024-01-04,113451.44,0,10.5,2.95,193.77,13.6,Clothing,120.78,5,In-Store,Cash
Kafue,2020-10-08,22967.85,1,20.1,,163.3,24.6,nan,,3,Online,Card Payment
Lindi,2025-07-07,80331.1,0,36.3,2.8,176.61,5.8,Beverages,1053.93,2,In-Store,
Maputo,2024-11-15,34244.22,1,27.2,1.57,197.65,22.4,Groceries,-359.78,9,In-Store,Card Payment
Beira,2021-04-07,182759.18,1,34.8,,179.7,unknown,Beverages,252.87,7,In-Store,Mobile Transfer
Dar_es_Salaam,2022-05-13,102688.13,1,37.1,4.38,163.09,22.7,Furniture,398.19,9,nan,Card Payment
Mbeya,2023-03-03,42425.35,0,40.0,3.07,190.08,23.0,Beverages,-109.59,3,In-Store,Cash
Bujumbura,2023-11-10,38216.14,0,,,92.46,12.7,Furniture,269.64,1,In-Store,Mobile Transfer
Juba,2023-01-26,177522.31,0,29.0,3.17,193.45,19.7,Electronics,336.18,2,nan,Cash
unknown,2021-11-06,63099.2,1,29.2,3.12,176.14,14.0,Furniture,-51.34,6,In-Store,Mobile Transfer
Kisumu,2023-01-17,140149.58,1,28.8,3.17,92.11,12.7,Furniture,778.51,6,In-Store,Card Payment
Dar_es_Salaam,2024-09-02,118116.66,0,12.3,2.93,81.23,7.8,Beverages,-438.29,2,nan,Cash
Harare,2021-04-02,123496.36,0,16.1,3.38,159.11,23.0,Beverages,-104.87,9,In-Store,Cash
Nakuru,2024-05-10,78074.09,0,21.8,1.3,97.02,4.4,Furniture,748.15,10,In-Store,Mobile Transfer
Kabwe,2022-08-26,151927.23,0,26.8,1.19,153.69,14.9,nan,755.05,1,In-Store,Cash
,2021-11-20,119839.54,0,17.8,4.76,167.95,17.4,Beverages,30.53,4,Online,Card Payment
Kitwe,2023-06-30,29767.6,,32.0,2.9,104.39,2.5,nan,866.1,4,Online,Card Payment
Dar_es_Salaam,2023-08-01,143807.59,1,,unknown,181.15,4.3,Clothing,439.58,1,In-Store,
Blantyre,2025-07-18,103839.07,0,20.0,,86.95,11.2,Clothing,554.49,5,nan,Card Payment
Kampala,,3121.97,0,33.6,3.91,99.53,23.1,Electronics,165.22,6,In-Store,Card Payment
Windhoek,2022-02-10,108552.29,0,12.6,2.54,182.81,11.1,Electronics,1468.54,9,In-Store,Card Payment
Ndola,2024-03-26,169355.61,0,21.8,4.26,135.23,2.8,nan,974.77,8,Online,Mobile Transfer
Maseru,2025-03-24,,0,33.1,2.74,88.4,4.1,Groceries,-3.14,4,In-Store,Card Payment
Beira,2024-12-01,91905.75,0,14.2,4.89,157.62,10.9,Electronics,-26.87,,In-Store,Mobile Transfer
Mbeya,2021-01-23,,0,27.5,2.1,103.74,unknown,Groceries,1048.35,7,In-Store,Cash
Mbabane,2020-10-02,10252.27,1,26.3,2.17,134.46,,Beverages,276.02,6,Online,Mobile Transfer
Maseru,2020-08-23,129193.58,1,17.7,4.42,97.82,10.3,Groceries,-316.98,5,In-Store,Mobile Transfer
Lubango,2023-12-20,69996.52,0,,1.77,97.44,16.1,Electronics,-428.8,1,In-Store,Cash
Morogoro,,75047.9,1,31.2,1.54,101.85,24.6,Electronics,,7,Online,Mobile Transfer
Windhoek,2023-04-05,64478.67,0,38.0,1.98,180.8,11.1,Groceries,329.42,7,Online,Card Payment
Harare,2024-11-12,11746.29,0,18.1,3.39,155.18,22.1,Electronics,913.71,5,In-Store,
Lilongwe,2021-01-25,53319.42,0,31.7,1.4,107.31,23.3,Beverages,649.54,9,In-Store,Cash
Zanzibar,2023-11-12,193082.66,0,25.9,3.15,108.39,2.1,Groceries,1040.24,3,In-Store,Mobile Transfer
Zanzibar,2024-09-02,38755.01,1,16.1,2.87,110.32,16.9,nan,135.5,1,Online,Mobile Transfer
Nampula,2023-12-28,198469.08,1,28.5,4.95,141.8,21.6,Groceries,748.5,5,In-Store,Card Payment
Dodoma,2022-01-11,27472.72,1,11.5,3.34,199.49,19.6,Clothing,1271.41,4,nan,Mobile Transfer
Nairobi,2021-10-29,86425.53,1,31.1,1.66,191.78,22.0,Beverages,,6,Online,Mobile Transfer
Asmara,2021-12-03,74328.42,0,14.4,3.21,156.35,16.0,Electronics,916.9,2,Online,Card Payment
Tete,2024-09-24,,1,38.4,1.01,163.38,2.8,Electronics,931.77,5,In-Store,Cash
Lilongwe,2021-06-04,,1,32.6,2.04,85.88,16.7,Clothing,1088.06,8,nan,Mobile Transfer
Tete,2022-06-09,90414.71,0,31.1,1.07,133.38,4.3,Beverages,,8,In-Store,Cash
Mutare,2021-08-09,178926.03,0,21.7,3.68,88.42,19.7,Clothing,333.04,,In-Store,Cash
Lubango,2024-04-02,183056.23,0,35.2,2.1,195.56,18.8,Beverages,-20.58,3,In-Store,
Maseru,2025-02-13,20301.03,0,31.6,2.48,110.92,16.1,Furniture,117.16,9,In-Store,Mobile Transfer
Arusha,2024-11-05,131763.37,1,32.3,4.38,161.86,24.6,Furniture,1437.02,7,In-Store,Mobile Transfer
Asmara,2024-01-17,11179.97,1,unknown,2.92,158.45,11.4,nan,391.31,9,In-Store,Card Payment
Dodoma,2025-02-05,,0,33.1,2.88,125.29,7.7,Beverages,1197.1,4,In-Store,Mobile Transfer
Kisumu,2021-11-04,47706.41,0,37.0,,134.86,5.2,Beverages,1089.76,7,In-Store,Card Payment
Ndola,2020-11-05,33413.84,1,39.3,1.02,190.48,12.3,nan,389.05,7,In-Store,Cash
Kigali,2022-08-09,70215.15,1,,1.99,125.04,21.8,Groceries,,7,In-Store,Cash
Tanga,2025-05-07,134103.62,0,13.5,3.94,175.7,16.2,Beverages,1181.56,10,In-Store,Mobile Transfer
Eldoret,2024-03-24,14151.01,0,17.9,1.36,123.61,4.3,Clothing,465.39,5,Online,Mobile Transfer
Maseru,2020-08-02,67544.01,1,30.5,4.48,172.19,,Clothing,119.41,6,In-Store,Mobile Transfer
Maseru,2024-08-14,99744.27,0,18.8,3.68,90.25,20.3,Groceries,-349.41,4,Online,Mobile Transfer
Nairobi,2024-05-02,194690.18,0,,3.5,130.65,8.9,nan,429.6,9,In-Store,Mobile Transfer
Bujumbura,2024-12-29,94032.64,1,20.6,4.83,172.51,20.2,Beverages,220.02,4,In-Store,Cash
Juba,2023-07-12,51693.32,0,18.6,3.65,178.59,18.9,Groceries,922.75,,In-Store,
Lubango,2022-07-05,,1,30.0,1.44,,3.0,Clothing,-460.64,9,In-Store,Mobile Transfer
Francistown,2024-06-21,13264.81,1,34.6,3.03,97.25,19.0,Electronics,1162.9,5,In-Store,Cash
Manzini,2022-03-31,112662.47,1,15.2,4.12,166.57,,Electronics,333.26,9,In-Store,Mobile Transfer
Kafue,2022-10-13,151347.4,0,21.0,3.14,130.76,8.8,Furniture,439.47,9,In-Store,Card Payment
Eldoret,2020-10-12,,0,34.9,4.38,92.65,unknown,Electronics,,,In-Store,Mobile Transfer
Kampala,2022-07-07,95628.17,1,12.4,1.08,147.71,12.5,Furniture,1374.96,3,In-Store,Card Payment
Chimoio,2025-04-26,,0,36.3,2.88,127.88,22.2,nan,296.77,4,In-Store,Cash
Tanga,2021-07-22,185611.67,0,19.9,3.75,163.44,15.4,Electronics,1185.45,,In-Store,Mobile Transfer
Mombasa,2021-12-18,19415.77,0,14.8,3.89,90.69,22.2,nan,-25.09,3,In-Store,Card Payment
Chimoio,2023-06-11,135254.02,0,30.7,1.92,107.02,19.1,Clothing,-306.69,2,In-Store,Card Payment
Nakuru,2021-11-30,40935.79,0,26.8,2.61,89.09,2.8,Groceries,771.52,6,nan,Cash
Ndola,2024-04-12,194148.54,0,,1.8,133.31,14.2,Clothing,1468.83,3,Online,Mobile Transfer
Francistown,2023-05-13,132450.82,0,24.9,1.55,161.74,13.0,Clothing,793.88,9,In-Store,Cash
Livingstone,2024-08-24,14313.87,1,31.5,1.52,170.21,15.5,nan,717.43,10,Online,Mobile Transfer
Harare,2024-03-26,180690.03,0,34.7,2.47,87.86,17.2,Electronics,384.46,9,In-Store,Cash
Mbabane,2021-07-14,89357.4,0,,3.03,191.61,10.5,Furniture,67.6,10,In-Store,
Maseru,2021-05-08,186261.63,0,36.9,2.57,183.25,5.0,Beverages,361.67,6,Online,Card Payment
Juba,2022-01-12,81350.74,1,15.0,,96.88,14.0,Electronics,-202.09,,In-Store,Cash
Lilongwe,2024-01-27,,1,15.0,1.76,179.26,11.4,Clothing,23.81,2,Online,Mobile Transfer
Addis_Ababa,2023-03-12,109761.8,0,17.4,1.7,190.18,6.5,Electronics,,8,In-Store,Cash
Kisumu,2024-01-11,38189.89,1,36.7,4.89,156.23,8.6,Electronics,-210.41,3,Online,Mobile Transfer
Manzini,2022-10-01,8203.76,1,25.1,4.9,121.64,12.9,nan,1083.06,5,In-Store,Mobile Transfer
Kafue,2022-05-20,unknown,1,19.6,1.32,180.55,19.4,Furniture,,10,Online,Card Payment
Bulawayo,2023-09-26,195510.21,1,17.3,3.52,165.54,8.7,nan,143.19,4,In-Store,Mobile Transfer
Juba,2025-06-17,41196.97,0,14.0,2.58,97.37,18.6,Furniture,,3,Online,Card Payment
Livingstone,2021-07-07,48084.88,1,34.1,1.88,141.83,9.7,Groceries,1357.9,3,In-Store,Mobile Transfer
Dar_es_Salaam,2025-03-27,148103.04,0,29.9,1.65,121.09,16.7,Electronics,646.9,9,In-Store,Mobile Transfer
Tete,2023-01-30,76455.01,0,25.4,,152.39,9.8,Beverages,,2,In-Store,Mobile Transfer
Ndola,2023-09-24,159496.39,1,11.8,3.7,190.18,4.4,Electronics,,3,In-Store,Mobile Transfer
Livingstone,2022-02-10,35802.82,1,15.7,1.92,134.86,22.7,Groceries,,5,In-Store,Card Payment
Bulawayo,2022-08-20,115543.45,1,15.8,4.7,127.31,15.2,Groceries,-139.26,4,In-Store,Card Payment
Nakuru,2025-02-23,75032.07,1,,1.06,92.1,20.0,Clothing,,9,In-Store,Card Payment
Asmara,2024-03-01,unknown,1,16.4,2.51,116.95,16.9,Furniture,461.27,5,nan,Mobile Transfer
Chipata,2020-11-30,155297.75,1,22.5,4.84,192.78,17.7,Beverages,40.52,10,Online,Mobile Transfer
Malindi,2025-03-29,185244.01,1,31.0,1.09,198.59,4.0,Furniture,-316.31,5,In-Store,Mobile Transfer
Ndola,2022-03-02,,1,34.8,3.01,90.17,19.2,Beverages,-67.04,7,In-Store,
Chimoio,2024-04-17,91586.66,1,,2.72,99.15,5.7,Furniture,541.45,4,In-Store,Mobile Transfer
Manzini,2024-07-24,175965.07,1,28.1,1.09,139.84,19.3,Furniture,,5,In-Store,Card Payment
Maputo,2024-05-13,170077.52,1,36.2,2.14,182.85,7.7,Clothing,-24.52,1,In-Store,Card Payment
Dodoma,2024-10-03,97470.25,1,30.1,2.77,81.76,14.6,nan,741.31,7,In-Store,Cash
Beira,2023-07-06,,1,36.2,1.37,134.94,17.2,Clothing,878.83,,In-Store,Cash
Eldoret,2024-10-01,107548.59,1,30.2,4.43,115.48,13.7,Clothing,-17.51,2,In-Store,Mobile Transfer
Addis_Ababa,2025-06-05,126587.14,0,32.7,2.55,134.1,7.3,Clothing,444.28,7,In-Store,Mobile Transfer
Nampula,2023-06-26,187264.17,1,27.9,1.76,91.04,17.8,Groceries,1029.13,8,In-Store,Cash
Arusha,unknown,,0,14.3,2.99,140.79,12.3,Electronics,879.81,9,In-Store,Mobile Transfer
Kafue,2021-05-07,181229.05,0,19.9,2.59,95.39,13.2,Clothing,-361.42,8,In-Store,Cash
Lubango,2024-04-05,177727.65,0,32.5,2.11,156.2,18.9,Furniture,220.14,8,In-Store,Card Payment
Harare,2022-04-09,42803.41,1,16.6,2.63,138.56,14.4,Electronics,946.55,8,Online,Mobile Transfer
Asmara,2021-07-09,3951.34,1,14.8,4.59,127.36,4.3,Furniture,-141.13,7,In-Store,Cash
Kigali,2023-09-10,66774.29,1,25.7,2.95,171.99,10.2,Clothing,-108.15,2,Online,Card Payment
Blantyre,2023-11-29,30458.07,,30.8,2.07,156.36,3.1,Beverages,760.34,2,In-Store,Card Payment
Mombasa,2024-10-17,26032.7,1,39.2,2.94,144.0,19.2,Furniture,67.5,9,In-Store,Cash
Maputo,2022-10-11,6691.05,0,unknown,2.9,82.71,10.9,Clothing,147.5,1,In-Store,Mobile Transfer
Kabwe,2024-05-03,15058.62,1,17.4,1.81,125.83,24.5,nan,545.63,1,nan,Mobile Transfer
Tete,2023-12-02,122893.69,0,11.9,4.72,121.58,24.0,Groceries,1001.16,7,nan,Cash
Gaborone,2021-10-19,37977.06,1,31.9,1.94,147.21,24.4,Beverages,496.58,10,In-Store,Mobile Transfer
Livingstone,2024-11-22,66069.96,0,10.8,3.59,89.07,11.7,Furniture,1286.85,,Online,Card Payment
Nampula,2023-09-25,95745.18,0,29.7,4.87,142.06,14.4,Groceries,-286.72,6,In-Store,Mobile Transfer
Eldoret,2020-07-24,,1,14.9,4.26,83.21,2.2,nan,1008.3,8,Online,Card Payment
Nairobi,2025-03-02,9486.5,0,27.1,3.41,82.35,16.6,Clothing,587.28,4,In-Store,Card Payment
Livingstone,2024-01-01,157179.13,1,23.1,2.78,190.33,,Beverages,1133.37,5,In-Store,Cash
Eldoret,2024-03-14,176784.74,0,25.2,3.01,108.12,4.4,Clothing,,,In-Store,Mobile Transfer
Kitwe,2021-09-21,195422.85,0,39.8,2.67,143.79,19.5,Furniture,464.2,6,Online,
Manzini,2024-11-19,36883.65,0,37.5,3.59,127.93,2.7,nan,1147.2,1,In-Store,Cash
Kigali,2022-11-30,101009.59,1,35.0,2.0,198.21,17.5,Furniture,1163.56,4,In-Store,Card Payment
Kitwe,2023-11-07,98231.11,0,,2.4,125.67,20.5,Clothing,251.98,3,Online,Card Payment
Malindi,2022-10-17,72328.39,unknown,14.7,2.46,120.35,2.7,Electronics,1144.39,7,In-Store,Cash
Tanga,2021-02-21,1400.03,1,26.2,1.5,188.91,22.8,Furniture,864.8,1,In-Store,Card Payment
Asmara,2025-07-05,132011.94,1,38.0,1.94,187.2,22.6,Electronics,318.86,2,In-Store,
Eldoret,2025-04-09,134637.31,0,39.8,1.57,137.15,9.5,nan,1439.41,8,In-Store,
Dar_es_Salaam,2022-03-04,14972.97,,38.1,4.92,152.19,24.6,nan,-438.21,2,In-Store,Card Payment
Lusaka,2024-12-14,39217.3,1,26.0,1.37,191.05,15.5,Groceries,265.33,9,In-Store,Cash
Mutare,2022-09-27,93450.62,1,15.4,2.91,101.1,9.7,Beverages,,4,In-Store,Cash
Juba,2021-10-16,127737.61,1,24.4,2.16,196.74,9.6,nan,1371.52,3,In-Store,Cash
Gweru,2024-11-04,unknown,1,27.2,2.39,95.64,20.1,Clothing,-301.09,4,Online,Mobile Transfer
Nakuru,2024-03-31,162951.29,1,16.1,,190.54,11.7,Clothing,756.05,9,In-Store,Card Payment
Morogoro,,,1,10.2,3.36,120.84,14.3,Groceries,933.26,7,In-Store,Mobile Transfer
Kisumu,2021-03-14,42017.3,1,31.3,4.94,171.02,7.2,Groceries,-131.65,,In-Store,Cash
Beira,2022-04-02,165613.5,0,39.2,2.52,107.66,unknown,nan,-200.1,7,In-Store,Cash
Dar_es_Salaam,2024-03-19,87724.48,1,36.0,3.08,95.3,18.2,Electronics,-404.34,8,In-Store,Card Payment
Manzini,2022-05-20,6224.26,0,33.5,2.77,132.24,23.4,Electronics,-182.25,8,In-Store,
Gaborone,2021-11-08,100841.22,0,15.8,3.67,110.51,unknown,Clothing,1116.43,6,In-Store,Card Payment
Kigali,2021-07-28,14714.94,0,24.5,1.4,139.04,14.8,Groceries,1387.91,1,In-Store,Mobile Transfer
Nakuru,2022-11-10,48415.24,0,21.2,,129.8,22.4,Electronics,1302.84,10,Online,Card Payment
Maseru,2023-07-08,129050.21,0,38.1,2.13,unknown,23.2,Beverages,230.61,3,In-Store,Cash
Manzini,2022-12-31,176032.45,1,38.9,3.04,116.14,21.5,Furniture,951.75,6,Online,Mobile Transfer
Livingstone,2020-12-30,141714.56,1,25.5,2.92,150.51,11.0,Groceries,1154.09,1,In-Store,Mobile Transfer
Dar_es_Salaam,2024-02-14,10235.08,0,22.6,4.53,87.84,6.2,Beverages,,5,In-Store,
Harare,2020-08-14,112827.51,0,12.0,2.97,189.15,3.1,nan,-374.63,2,In-Store,Mobile Transfer
Maputo,2024-01-01,,0,14.5,1.8,197.98,18.2,Electronics,-70.34,1,In-Store,Card Payment
Dar_es_Salaam,2022-10-29,,1,24.4,3.05,199.01,15.5,Electronics,1377.89,10,In-Store,Cash
Mombasa,2025-04-02,98891.72,0,32.1,3.15,100.61,3.8,Clothing,979.81,3,In-Store,Cash
Zanzibar,2023-10-27,186626.04,0,unknown,4.15,101.72,,Clothing,1168.7,2,In-Store,Card Payment
Kabwe,2022-09-23,8744.55,0,36.6,4.94,88.14,24.5,Furniture,528.25,6,In-Store,
Blantyre,2024-04-11,152347.26,0,16.1,4.65,118.65,23.0,Beverages,286.11,6,In-Store,Mobile Transfer
Ndola,2023-09-27,149927.82,0,31.8,2.16,162.09,15.3,Clothing,802.45,7,In-Store,Cash
Kabwe,2022-10-14,195155.54,0,14.9,1.64,168.14,24.9,Clothing,445.71,7,In-Store,Card Payment
Lilongwe,2022-10-15,186659.59,0,,,,,Electronics,247.52,5,Online,Card Payment
Blantyre,2021-03-26,83531.72,1,35.8,2.31,125.51,15.6,Clothing,195.75,3,In-Store,Cash
Francistown,2021-09-15,,0,32.6,4.93,,unknown,nan,-184.19,6,In-Store,Mobile Transfer
Chimoio,,96823.78,1,22.7,1.54,80.14,9.2,Beverages,558.83,3,In-Store,Cash
Bulawayo,2025-06-07,67479.16,1,36.5,2.7,106.96,9.2,Electronics,539.69,5,In-Store,Cash
Tanga,2023-04-10,56907.71,0,28.6,2.23,173.28,5.0,Groceries,681.54,3,Online,Card Payment
Asmara,2025-07-16,147190.56,1,38.5,4.0,119.22,4.3,Beverages,-267.55,,In-Store,Card Payment
Manzini,2020-11-30,157713.38,0,37.1,,157.16,20.0,Electronics,1329.85,4,In-Store,Card Payment
Beira,2023-07-24,157347.54,0,32.0,2.33,98.69,11.0,Beverages,984.11,9,Online,Card Payment
Gweru,2022-10-24,107102.64,1,13.9,2.02,131.53,7.2,Groceries,-238.07,2,In-Store,Cash
Kisumu,2024-01-26,151543.43,1,21.7,4.37,124.97,18.7,Clothing,,7,Online,Card Payment
Mutare,2023-04-10,94182.64,1,26.4,2.14,154.87,2.3,Furniture,,5,In-Store,Mobile Transfer
Mutare,2024-03-07,93403.19,0,24.4,1.33,172.84,18.2,Electronics,183.01,9,Online,Mobile Transfer
,2024-08-11,196474.76,1,37.4,3.7,171.39,11.7,Clothing,138.1,10,In-Store,
Addis_Ababa,2022-12-12,136505.94,1,16.1,4.51,151.94,8.6,Clothing,1179.98,5,In-Store,Mobile Transfer
Zanzibar,unknown,115806.1,0,16.4,2.43,111.51,20.3,Clothing,190.29,5,In-Store,Mobile Transfer
Kabwe,,45281.2,0,33.3,4.16,180.66,24.9,Beverages,764.36,2,In-Store,Mobile Transfer
Lubango,2022-06-29,188780.93,0,33.5,2.52,106.35,10.4,Clothing,574.15,3,Online,Mobile Transfer
Dar_es_Salaam,2022-06-18,166095.73,0,34.3,3.94,108.83,19.2,Furniture,25.93,6,nan,Mobile Transfer
Morogoro,2021-08-12,189928.89,1,16.9,2.72,159.36,14.5,Electronics,163.28,4,In-Store,Mobile Transfer
Lubango,2024-06-14,169278.4,0,29.4,4.62,88.79,23.3,Beverages,1386.39,3,Online,Card Payment
Manzini,2025-07-20,10431.81,1,,4.44,128.23,12.7,Clothing,162.75,5,In-Store,Cash
Arusha,2022-12-07,unknown,0,30.3,2.44,141.73,7.4,Clothing,1068.01,9,In-Store,
Addis_Ababa,2024-03-14,162635.67,1,28.7,4.3,192.19,18.3,Electronics,1222.55,3,In-Store,Card Payment
Arusha,2023-08-31,96777.8,1,26.9,3.69,185.15,6.7,Groceries,-357.92,7,In-Store,Mobile Transfer
Lilongwe,2023-07-29,40396.07,1,16.8,,82.34,5.0,Electronics,826.21,9,Online,Mobile Transfer
Morogoro,2022-11-19,65217.39,0,17.3,1.3,151.78,11.3,Electronics,998.52,,Online,Card Payment
Morogoro,2022-06-15,56437.86,0,18.6,1.86,144.39,4.5,nan,368.04,7,Online,Card Payment
Nampula,2021-10-02,5619.84,1,22.6,4.0,unknown,23.0,Furniture,638.65,7,In-Store,Mobile Transfer
Dar_es_Salaam,2024-09-11,47072.43,0,18.1,3.42,104.38,6.2,Groceries,-176.39,,Online,Mobile Transfer
Francistown,2021-06-25,95372.18,1,26.4,3.07,175.81,21.7,Electronics,136.99,1,In-Store,Mobile Transfer
Tete,2022-09-24,51529.42,0,22.0,4.86,151.68,13.4,nan,915.33,4,In-Store,Card Payment
Mutare,2023-01-02,110796.74,0,38.0,4.96,168.9,24.0,nan,705.14,9,In-Store,Cash
Mutare,2021-06-29,169825.56,1,37.0,4.19,,12.8,nan,-227.23,10,Online,Mobile Transfer
Tete,2023-08-10,26640.5,1,16.5,3.95,86.43,6.6,nan,1476.1,7,In-Store,Cash
Kisumu,2022-08-16,82700.66,0,35.9,2.31,109.11,23.6,Clothing,1375.58,10,In-Store,Mobile Transfer
Beira,2024-04-25,unknown,0,17.5,,186.18,15.0,Groceries,-51.77,6,In-Store,Cash
Malindi,2022-09-10,167804.24,0,12.6,1.05,,3.2,Furniture,1250.24,5,In-Store,Card Payment
Nairobi,2024-06-13,148786.09,0,25.9,2.69,109.97,18.7,Beverages,34.34,10,In-Store,Mobile Transfer
Tanga,2024-03-03,76184.42,1,25.8,1.86,137.85,9.3,Groceries,627.48,10,In-Store,Cash
Nampula,2021-01-03,101644.84,0,23.3,1.08,177.02,12.6,Groceries,1064.1,1,Online,Card Payment
Morogoro,unknown,42424.97,1,25.1,3.26,80.05,3.6,nan,,4,In-Store,Cash
Nakuru,2024-02-23,18018.15,0,36.9,2.23,170.9,15.6,nan,610.29,3,Online,Card Payment
Zanzibar,2025-03-26,29561.85,0,16.7,3.76,191.74,,Groceries,400.71,3,Online,Card Payment
Ndola,2022-03-04,52151.28,1,38.6,1.38,127.2,12.0,Clothing,1020.4,1,Online,Mobile Transfer
Windhoek,2025-04-10,168977.35,1,37.6,4.66,179.8,22.2,nan,,,nan,Cash
Chipata,2024-01-18,190164.17,1,17.1,1.81,145.72,6.8,Electronics,633.82,10,nan,Card Payment
Dodoma,2023-05-29,,1,13.4,2.47,107.14,2.3,Beverages,1191.12,,In-Store,Mobile Transfer
Chipata,2023-01-15,14550.59,1,19.0,3.56,108.8,23.5,Electronics,897.29,8,Online,Card Payment
Mbabane,2020-10-21,38009.13,0,10.4,,173.81,8.5,Beverages,555.01,4,Online,Mobile Transfer
Harare,2022-11-08,155026.39,1,26.2,2.9,150.36,21.6,Electronics,422.58,7,In-Store,Cash
Tete,2025-06-09,143095.73,1,19.4,1.98,184.73,22.8,nan,-246.47,2,In-Store,Card Payment
Juba,2021-01-17,98846.64,1,14.1,,104.43,3.1,Clothing,,7,nan,Mobile Transfer
Windhoek,2023-04-13,162451.74,1,16.2,4.06,132.0,22.9,Furniture,1405.55,6,In-Store,Card Payment
Malindi,2023-10-07,33569.51,0,18.5,1.7,99.72,22.3,Furniture,-126.95,8,In-Store,Mobile Transfer
Kigali,2023-01-11,180072.56,1,16.0,4.83,138.38,23.0,Furniture,53.74,8,nan,Mobile Transfer
